trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-75.86346410302178,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,5,-95.98086328486326,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,13,6.590808455080564,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,11,-50.489104360009875,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,6,-3.097481386909494,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-47.67450447190569,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",25,0,-25.61126098272089,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,5,-16.619802353348412,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-32.346142721668805,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-96.76282488159852,"{0: 16, 1: 2, 2: 3, 3: 4, 4: 0}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-30.013153164985123,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,9,-9.678332777870967,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.002, 'e': 0.675704113960626}",20,0,-86.82790815390125,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,12,-42.35497260657054,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,9,-23.48354877147675,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-9.07487516113671,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,0,-81.04772425421565,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,9,-43.782473537588345,"{0: 5, 1: 3, 2: 2, 3: 1, 4: 0}",1
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-45.797730157637275,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,16,0.998448311166843,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,6,-33.522907640997865,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,6,-28.84539583679402,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,0,-71.28260228465543,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,0,-11.208801850303924,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",30,14,-88.93058712999661,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 2}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,7,4.93445435922332,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,0,-60.366609543199864,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-80.86499858965986,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",30,0,-49.96935301849963,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-45.141493270934944,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-101.95595326190683,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,4,-36.707559357346824,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-126.7748707411592,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",30,0,-91.44019167787053,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",35,0,-189.98468591157854,"{0: 21, 1: 5, 2: 5, 3: 1, 4: 3}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-112.66675818964642,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-3.511204899761041,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,0,-132.36615241703146,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-65.43728759934997,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,0,11.914945142050973,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,0,-120.73197536993094,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",30,0,-110.94605140180946,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-76.79216220712122,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,1,-25.288245700912245,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",35,2,-103.78588690906398,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,0,-124.42055932109213,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,5,-138.511665176016,"{0: 9, 1: 0, 2: 1, 3: 3, 4: 2}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",20,0,-19.10269256368015,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",25,0,-29.67482495554728,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-37.66596740850495,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,8,0.9783051408602437,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,0,-43.17887758047201,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",30,18,-24.28556540697875,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,10,-13.0323347747599,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",30,1,-88.71661674958756,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,0,-44.80345274841379,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,-26.631581026105312,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,11,-32.17297950825726,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-48.354936973894695,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,0,-32.29572001782182,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,12,14.91350881616166,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",35,15,-102.83137248931502,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",30,2,-64.44556928580292,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 1}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",25,10,-26.111250137224207,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,-83.99050036449964,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,13,5.123680412800797,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",30,16,-30.485194074427824,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",30,0,-80.73534640000807,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,0,-44.06644292487968,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",30,3,-88.77093322096344,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 2}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,0,-44.325627360133616,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,0,-104.81689967425373,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,10,-4.948167801791436,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,0,-107.69255266238129,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,7,-67.76287322363022,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 1}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,11,-7.6628387853685025,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,0,-13.19306388083136,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,0,-61.37100634198471,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",20,2,-48.95736184013593,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",25,12,2.206895226885182,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,9,-38.57175403229204,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-22.990068916261457,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",25,0,-43.66335947248265,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,0,-87.10197312339406,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,6,9.92569243042247,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-85.70130192311663,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",25,14,-31.04085969928324,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,13,-41.95334666506434,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-121.1346214928905,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",35,4,-34.31522361618043,"{0: 22, 1: 5, 2: 4, 3: 0, 4: 0}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",30,9,-17.68360338755177,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,2,-137.13172981371312,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 2}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,0,-39.36197921302147,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,9,-55.28014846822689,"{0: 9, 1: 4, 2: 1, 3: 2, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,9,-44.65629629421983,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,3.3520469752480184,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,0,-3.491408590074822,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-67.73254076131487,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,2,-69.88454615098401,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 0}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,11,0.8496537914756144,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",25,8,-12.695235099159694,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",35,14,-73.62143687779121,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 1}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,12,-5.03943582450699,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-60.98956974348636,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,7,-56.3809388358143,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,0,-18.169259226127004,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.002, 'e': 0.559898366565402}",30,0,-10.217278995741982,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",25,17,5.888664903597428,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,-88.76808086412312,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",30,2,-95.36194669273016,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",35,0,-158.24192854161532,"{0: 26, 1: 3, 2: 2, 3: 0, 4: 4}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",25,0,-58.046695254487915,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,15,14.143542677944668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,0,-97.48739382206715,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-75.86907941129765,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,10,-10.026132905055967,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",25,0,-70.8492770366836,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",30,21,-7.021608468725911,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,0,-114.39756091954374,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,0,-111.0586314737883,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,3,-29.677829467003697,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,0,-65.8711364276317,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",25,12,-48.494560643126796,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,10,-25.603302869424603,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,11,-13.303629324099933,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-79.85448766946412,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",30,12,-57.32558903057856,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,11,-45.98863886855368,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,11,-62.11327960868352,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",30,0,-69.1891388083736,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-62.9321398176754,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",25,0,-73.2145897562234,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,10,-19.898812617269165,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,15,-13.357506273240752,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,11,-14.324282639085032,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-88.57258279386222,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,10,-10.119046493704639,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,15,13.166646741935693,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,0,16.459801418376408,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",30,0,-86.21831920229633,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,-54.748453138182164,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,0,-45.07244120384499,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-6.368698180282512,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,-0.3190379842543579,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,6,-114.41219322734867,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,5,-98.3741817030375,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-122.23555022628244,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",1
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",35,0,20.78654415262257,"{0: 33, 1: 1, 2: 0, 3: 1, 4: 0}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,5,-46.73845917229989,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,0,-4.402936839613142,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,14,9.598717817693206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,0,4.498198051829347,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",35,0,-94.15221345161547,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,0,-145.2409670733849,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",30,0,-44.55313234601063,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,3,-28.36813368366595,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,16,-33.3874958975465,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,2,-73.03539532498388,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,3,-10.073277787515135,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",30,14,-21.417389586583212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",35,14,-37.567111581121644,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,0,-48.17590509282274,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",30,14,-62.05985350143901,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,0,-89.14793110373901,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",35,1,-96.74460033741028,"{0: 25, 1: 5, 2: 2, 3: 0, 4: 2}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,10,-60.53885808945595,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",30,2,-68.17496634197992,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,4,-23.46990724615568,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,8,-25.14268736295978,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,-89.12085488221071,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,12,-32.71136269301707,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,0,-42.90551528621735,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",30,0,-33.488448477419254,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,0,-103.12021903830718,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,4,6.335037358144197,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-15.55149596310794,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",25,0,-40.964235917103245,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",30,0,-63.66025518024246,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,-129.74205995038992,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",35,0,-119.39780712223757,"{0: 23, 1: 1, 2: 10, 3: 0, 4: 1}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",20,0,-6.876772087636746,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,8,32.93869074885341,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.002, 'e': 0.480946135285778}",35,2,-172.32421074080457,"{0: 24, 1: 2, 2: 1, 3: 3, 4: 3}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",30,13,18.733040114280136,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
