trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,17,-26.56026766335777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,16,11.382982173015762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",25,14,13.958675275234414,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",30,0,-17.732723257588052,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,0,0.6457088395995585,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,0,-57.5173413717651,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,7,14.445567769564073,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,8,4.1229609372743266,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,11,17.08116700451286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",25,8,10.517897468817075,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,8,2.131463299108869,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,7,-37.49015207292002,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",25,15,-2.2593024410777263,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,2,-10.16237915895874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,8,17.58096251542575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",25,15,13.718293013861075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,0,-28.12502999663811,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,6,7.407616854400293,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",30,0,-51.576967505977265,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,3,29.198865695447733,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",25,17,1.76029726194467,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",25,0,-19.390940925563328,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,9,-3.7925680181971524,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,22,1.8756969040063178,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",30,19,-24.424870244066778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,18,4.651029268217312,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,14,4.192364087207357,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",25,12,-12.745326927867493,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,5,-28.486585837196362,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,9,16.16417795130096,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",20,6,18.547408897233403,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,9,15.156412490806238,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,8,-22.854975873361848,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",25,19,3.350397294516314,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",20,0,18.65228046720229,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,8,-1.6193030538293547,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",30,20,3.8114193918829975,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,7,-8.055046901468886,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,0,2.0685025238327084,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,0,1.0114066929978174,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",35,12,-16.9271463868656,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",35,14,-30.094087173502682,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,0,2.8678894942694058,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",25,16,3.1397120700253742,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,0,26.579719917051374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",25,5,29.14228997718269,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",30,12,25.553450421786724,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,0,-10.166018148892162,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",20,3,-24.842189553996914,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",30,16,17.04385851344172,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,13,10.011798977328066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,0,-6.013968530274452,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,7,-2.20840142247466,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,7,28.407098448955647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",20,10,6.243239435927535,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,13,12.594822287422932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,16,8.685883642630975,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,11,16.776387859009315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",25,11,23.4697760835739,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",20,6,14.294056874775233,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",20,13,-4.680726099350636,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",25,6,-65.9816356674716,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 2}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,0,16.51952005349279,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,14,-42.14292748174651,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",20,10,7.646072380417837,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",25,17,1.2031976294236575,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",30,16,23.510316028116513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",35,18,-23.07031870312296,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",20,0,11.745697751143407,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",25,0,33.823824158437624,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",20,6,25.404682850665317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",20,8,22.600149096969766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",30,10,4.968523666535615,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",30,19,-11.462764256904588,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",20,3,-15.990670046449225,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",25,0,-17.463779278303846,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,8,-21.046024747661882,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",25,20,8.177824421206106,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,13,1.4863919465975606,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,3,30.104836839116142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,19,11.74635966660314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",30,19,15.546881262250379,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,12,3.592784108190575,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",25,13,22.43926808274626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,8,8.74722710195763,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",25,17,12.498507229804778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",25,7,-15.659474325938575,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",25,7,21.68560516998719,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,8,6.702426196623342,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,0,-13.150136855645401,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,1,33.485614648020565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",25,11,11.306179618549603,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,12,-19.239460114913165,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",25,6,29.88382255062665,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,6,25.169341217049123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",30,21,16.228021093723385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,13,13.377048224349679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",35,20,19.375144011825206,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,13,20.047936610370048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",30,15,13.754699191122958,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,10,28.593361286730133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",20,0,-14.577867602996223,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",30,10,15.065922717808755,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,10,-8.086630396400459,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",20,0,-16.776092128543716,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",30,16,8.318173783192565,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",30,21,12.181583955806989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,0,6.105214693705143,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,3,5.386714947746952,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,4,-42.04666704179633,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",20,14,-0.12339363859711794,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",30,16,22.053397537072968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",20,15,-13.918969753066015,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,0,21.70054456510884,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",20,0,31.57353101907871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",25,14,22.822816982888686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",25,13,22.42094858400923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",25,3,13.096440928723455,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,10,7.52663627325257,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",35,21,-26.08532671774694,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",35,21,12.803883528989294,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",20,13,14.25656511536717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,6,16.762638823311953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",25,0,-51.94416088368373,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",25,12,11.729105444643867,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",25,15,9.431564547382063,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",30,8,-23.793023104806924,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",20,0,-20.00115392799125,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",30,17,3.7070358738508657,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",30,13,3.0640698677787257,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",25,15,9.327225637806274,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",20,2,25.47265816470462,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",25,3,-6.800242126638447,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,3,-37.844578313800824,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",30,14,-8.214332405120551,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",35,20,-41.03319591890922,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",25,15,-8.49814601193533,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",30,12,-38.81148911788674,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",20,12,1.888506875052777,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,8,24.038453426544613,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,0,-17.54229522428132,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,16,6.077800969838732,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",35,11,34.4204662239739,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",25,9,20.296196590656816,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",20,11,16.346653980143657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",25,15,17.930986354133758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,8,-29.851730173345672,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",30,17,-40.70236491538483,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,2,28.430757322141332,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",30,0,6.560245384699649,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",25,7,20.23569717575376,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",30,18,25.39221166700828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",20,0,28.088569528632462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",20,0,-40.782340418111325,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",30,13,20.255268727307076,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",20,14,11.345533636882806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,0,17.557487257223777,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,15,10.013489521993057,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",20,0,-23.329972479092483,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",35,21,21.404360923791316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",30,13,16.5565820575233,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19789869908361465}",20,12,12.64654174383486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.002, 'e': 0.19750329721911256}",35,21,22.112751635203036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.002, 'e': 0.19710868536806264}",20,3,26.685237062833398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.002, 'e': 0.19671486195201704}",20,9,-11.696221549306017,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.002, 'e': 0.1963218253956815}",25,0,-14.605101956703848,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
816,False,"{'a': 0.002, 'e': 0.19592957412690934}",20,9,7.280203427014327,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.002, 'e': 0.1955381065766949}",35,18,33.24034782357964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.002, 'e': 0.1951474211791675}",20,0,19.268715926465475,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
819,False,"{'a': 0.002, 'e': 0.194757516371585}",25,5,28.26948502896472,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.002, 'e': 0.19436839059432767}",20,10,4.237212586593522,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.002, 'e': 0.19398004229089189}",20,12,-38.145174585394,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
822,False,"{'a': 0.002, 'e': 0.1935924699078839}",20,6,-20.854867356962856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
823,False,"{'a': 0.002, 'e': 0.19320567189501364}",20,2,-26.345103889515304,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
824,False,"{'a': 0.002, 'e': 0.1928196467050886}",20,0,3.2245273650817063,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
825,False,"{'a': 0.002, 'e': 0.19243439279400748}",30,20,20.49121535991852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.002, 'e': 0.19204990862075408}",20,0,6.97375478692072,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
827,False,"{'a': 0.002, 'e': 0.19166619264739126}",35,26,16.30070699664698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.002, 'e': 0.19128324333905458}",20,12,-28.016915170734737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
829,False,"{'a': 0.002, 'e': 0.19090105916394629}",30,8,17.128799345979594,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
830,False,"{'a': 0.002, 'e': 0.19051963859332918}",25,11,25.590282097604366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.002, 'e': 0.1901389801015205}",25,0,-9.902128318337967,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
832,False,"{'a': 0.002, 'e': 0.18975908216588572}",25,7,-12.745610353477423,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
833,False,"{'a': 0.002, 'e': 0.18937994326683263}",25,16,13.863612128982055,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.002, 'e': 0.18900156188780515}",30,16,7.629548540926612,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
